query_id,query,claim_id,claim_text,evidence_ids,evidence_text,msa_M,msa_S,msa_A,support_label,citation_correct,annotator_notes
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c10,It is suggested that **Flat Index**: Provides exact nearest neighbor search but is less efficient for large datasets.,semanticscholar:edd8885642bbdfa74db1ca7abd671142be3b62ff,"The exponential growth of DNA sequencing has produced vast amounts of genetic data, yet alignment-based similarity search tools such as BLAST and MMseqs2 struggle to scale to these large, noisy datasets. Embedding-based approximate nearest-neighbor search promises both efficiency and biological fidelity by learning dense vector representations of genes and employing high-performance vector indices. This highlight summarizes recent work that systematically benchmarks two state-of-the-art vector search libraries Facebook's FAISS and Google's ScaNN on biologically meaningful gene embeddings derived from a transformer based language model. The goal is to assess their ability to detect novel sequences, support gene annotation and taxonomic classification, and to illuminate the trade-offs between accuracy, runtime and memory usage for metagenomic retrieval. The study uses the Scorpio-Gene-Taxa dataset of 400 bp DNA fragments representing 497 housekeeping genes across 2,046 bacterial and archaeal genera. A database of 165,615 sequences is indexed, and two query sets (7,000 in-domain and 7,000 out-of-domain fragments) are encoded into 1,024 dimensional vectors with the MetaBERTA-BigBird model before being searched. FAISS is explored under multiple indexing strategies: exact ""Flat"" search; inverted files (IVF); and product quantization (PQ) with optional pre-processing through principal component analysis (PCA) and optimized PQ (OPQ). ScaNN is tuned with combinations of vector partitioning, asymmetric hashing and optional re-scoring. These configurations illuminate how hyperparameters affect speed and recall. Results show that embedding-based search markedly outperforms alignment-based baselines. In FAISS, PCA-enhanced Flat indexes yield the highest top-1 accuracy (≈ 36 %) while avoiding quantization losses; PCAWR64,IVF4096,Flat offers a strong trade-off between accuracy (≈ 33 %) and fast query time (~ 0.3 s). Heavily compressed PQ/OPQ configurations accelerate queries but incur substantial accuracy drops. ScaNN's brute-force mode attains ≈ 33 % accuracy but is slower, whereas asymmetric hashing combined with partitioning and re-ordering reduces query time to ~ 1.8 s at modest accuracy (≈ 25 %). When the best configurations are compared, FAISS consistently achieves superior accuracy and lower latency than ScaNN, and both embedding methods dramatically outperform MMseqs2, which achieves only ~ 1.8% accuracy on short fragments. Embedding-based ANN search provides a scalable, biologically meaningful framework for novelty detection, gene annotation and metagenomic taxonomic classification. Its tunable indexing parameters allow practitioners to adjust the speed-accuracy trade-off for specific applications, delivering orders-of-magnitude speedups over alignment tools while maintaining or improving recall.",0.05,0.0,1.0,unsupported,,
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c11,"According to the retrieved evidence, 2.",semanticscholar:28f6caf42275708168ae99b9cb2786b1a0b0097d,"The image data has grown fast in fields like social media, healthcare, and e-commerce and this has enhanced the demand of quick and precise image retrieval systems. Conventional methods of retrieval that have relied on handcrafted methods of feature extraction and pixel-wise comparison are costly in computer time and cannot withstand changes in image quality, lighting, and view point. To resolve these drawbacks, this project adopts an effective content-based image retrieval framework with a Vision Transformer (ViT) to extract features and FAISS (Facebook AI Similarity Search) to conducted fast similarity search. The system gets compact numerical representations of features of images as a result of a deep learning model and constructs a scale index to search similarity. The FAISS IndexIVFFlat architecture allows to search the nearest-neighbor approximationally with poor scale and low query time by grouping image features into clusters and lessening the search space at query time. Metadata of the indexed images are stored in the system and the top-k most similar images are retrieved according to the distance scores. This method is accurate and fast thus appropriate when dealing with large scale image databases. The system relies on the IndexIVFFlat structure of FAISS to cluster image features into regions which is a significant reduction of the search space that can support meaningful approximate nearest-neighbor queries. Results indicate that the system can be effective in separating useful and useless images that have high similarity (up to 0.819) and low distances (0.220) that ensure the accuracy and scalability of the system to image databases of large scales.",0.0,0.0,0.25,unsupported,,
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c12,"Some sources indicate that **IVF**: Clusters data points, reducing the number of comparisons needed during queries.",semanticscholar:28f6caf42275708168ae99b9cb2786b1a0b0097d,"The image data has grown fast in fields like social media, healthcare, and e-commerce and this has enhanced the demand of quick and precise image retrieval systems. Conventional methods of retrieval that have relied on handcrafted methods of feature extraction and pixel-wise comparison are costly in computer time and cannot withstand changes in image quality, lighting, and view point. To resolve these drawbacks, this project adopts an effective content-based image retrieval framework with a Vision Transformer (ViT) to extract features and FAISS (Facebook AI Similarity Search) to conducted fast similarity search. The system gets compact numerical representations of features of images as a result of a deep learning model and constructs a scale index to search similarity. The FAISS IndexIVFFlat architecture allows to search the nearest-neighbor approximationally with poor scale and low query time by grouping image features into clusters and lessening the search space at query time. Metadata of the indexed images are stored in the system and the top-k most similar images are retrieved according to the distance scores. This method is accurate and fast thus appropriate when dealing with large scale image databases. The system relies on the IndexIVFFlat structure of FAISS to cluster image features into regions which is a significant reduction of the search space that can support meaningful approximate nearest-neighbor queries. Results indicate that the system can be effective in separating useful and useless images that have high similarity (up to 0.819) and low distances (0.220) that ensure the accuracy and scalability of the system to image databases of large scales.",0.1,0.0,0.5,unsupported,,
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c13,"Reportedly, 3.",,,0.0,0.0,0.0,,,
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c14,"It is suggested that **PQ**: Compresses vectors to save memory and speed up queries, albeit with some trade-off in accuracy .",semanticscholar:edd8885642bbdfa74db1ca7abd671142be3b62ff,"The exponential growth of DNA sequencing has produced vast amounts of genetic data, yet alignment-based similarity search tools such as BLAST and MMseqs2 struggle to scale to these large, noisy datasets. Embedding-based approximate nearest-neighbor search promises both efficiency and biological fidelity by learning dense vector representations of genes and employing high-performance vector indices. This highlight summarizes recent work that systematically benchmarks two state-of-the-art vector search libraries Facebook's FAISS and Google's ScaNN on biologically meaningful gene embeddings derived from a transformer based language model. The goal is to assess their ability to detect novel sequences, support gene annotation and taxonomic classification, and to illuminate the trade-offs between accuracy, runtime and memory usage for metagenomic retrieval. The study uses the Scorpio-Gene-Taxa dataset of 400 bp DNA fragments representing 497 housekeeping genes across 2,046 bacterial and archaeal genera. A database of 165,615 sequences is indexed, and two query sets (7,000 in-domain and 7,000 out-of-domain fragments) are encoded into 1,024 dimensional vectors with the MetaBERTA-BigBird model before being searched. FAISS is explored under multiple indexing strategies: exact ""Flat"" search; inverted files (IVF); and product quantization (PQ) with optional pre-processing through principal component analysis (PCA) and optimized PQ (OPQ). ScaNN is tuned with combinations of vector partitioning, asymmetric hashing and optional re-scoring. These configurations illuminate how hyperparameters affect speed and recall. Results show that embedding-based search markedly outperforms alignment-based baselines. In FAISS, PCA-enhanced Flat indexes yield the highest top-1 accuracy (≈ 36 %) while avoiding quantization losses; PCAWR64,IVF4096,Flat offers a strong trade-off between accuracy (≈ 33 %) and fast query time (~ 0.3 s). Heavily compressed PQ/OPQ configurations accelerate queries but incur substantial accuracy drops. ScaNN's brute-force mode attains ≈ 33 % accuracy but is slower, whereas asymmetric hashing combined with partitioning and re-ordering reduces query time to ~ 1.8 s at modest accuracy (≈ 25 %). When the best configurations are compared, FAISS consistently achieves superior accuracy and lower latency than ScaNN, and both embedding methods dramatically outperform MMseqs2, which achieves only ~ 1.8% accuracy on short fragments. Embedding-based ANN search provides a scalable, biologically meaningful framework for novelty detection, gene annotation and metagenomic taxonomic classification. Its tunable indexing parameters allow practitioners to adjust the speed-accuracy trade-off for specific applications, delivering orders-of-magnitude speedups over alignment tools while maintaining or improving recall.",0.1,0.0,0.75,unsupported,,
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c15,"According to the retrieved evidence, - **GPU Acceleration**: FAISS leverages GPU capabilities to enhance query speed, achieving sub-millisecond response times for billion-scale datasets.",semanticscholar:edd8885642bbdfa74db1ca7abd671142be3b62ff,"The exponential growth of DNA sequencing has produced vast amounts of genetic data, yet alignment-based similarity search tools such as BLAST and MMseqs2 struggle to scale to these large, noisy datasets. Embedding-based approximate nearest-neighbor search promises both efficiency and biological fidelity by learning dense vector representations of genes and employing high-performance vector indices. This highlight summarizes recent work that systematically benchmarks two state-of-the-art vector search libraries Facebook's FAISS and Google's ScaNN on biologically meaningful gene embeddings derived from a transformer based language model. The goal is to assess their ability to detect novel sequences, support gene annotation and taxonomic classification, and to illuminate the trade-offs between accuracy, runtime and memory usage for metagenomic retrieval. The study uses the Scorpio-Gene-Taxa dataset of 400 bp DNA fragments representing 497 housekeeping genes across 2,046 bacterial and archaeal genera. A database of 165,615 sequences is indexed, and two query sets (7,000 in-domain and 7,000 out-of-domain fragments) are encoded into 1,024 dimensional vectors with the MetaBERTA-BigBird model before being searched. FAISS is explored under multiple indexing strategies: exact ""Flat"" search; inverted files (IVF); and product quantization (PQ) with optional pre-processing through principal component analysis (PCA) and optimized PQ (OPQ). ScaNN is tuned with combinations of vector partitioning, asymmetric hashing and optional re-scoring. These configurations illuminate how hyperparameters affect speed and recall. Results show that embedding-based search markedly outperforms alignment-based baselines. In FAISS, PCA-enhanced Flat indexes yield the highest top-1 accuracy (≈ 36 %) while avoiding quantization losses; PCAWR64,IVF4096,Flat offers a strong trade-off between accuracy (≈ 33 %) and fast query time (~ 0.3 s). Heavily compressed PQ/OPQ configurations accelerate queries but incur substantial accuracy drops. ScaNN's brute-force mode attains ≈ 33 % accuracy but is slower, whereas asymmetric hashing combined with partitioning and re-ordering reduces query time to ~ 1.8 s at modest accuracy (≈ 25 %). When the best configurations are compared, FAISS consistently achieves superior accuracy and lower latency than ScaNN, and both embedding methods dramatically outperform MMseqs2, which achieves only ~ 1.8% accuracy on short fragments. Embedding-based ANN search provides a scalable, biologically meaningful framework for novelty detection, gene annotation and metagenomic taxonomic classification. Its tunable indexing parameters allow practitioners to adjust the speed-accuracy trade-off for specific applications, delivering orders-of-magnitude speedups over alignment tools while maintaining or improving recall.",0.1,0.0,1.0,unsupported,,
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c16,"Some sources indicate that this is particularly beneficial in applications requiring real-time responses, such as image retrieval systems .",semanticscholar:bbd6b4b2807357644049b52826cca2875e06fc34,"Cross-modal retrieval, which allows for information search between multiple data modalities like images and text, is becoming ever more important in handling large-scale multimodal content. Conventional systems sometimes struggle to efficiently align semantic meaning between modalities. This paper introduces an efficient cross-modal retrieval framework that blends Contrastive Language Image Pre-training (CLIP) and the FAISS similarity search library, augmented further by the novel Cache Augmented Generation (CAG) mechanism. CLIP is employed to embed both visual and text inputs into a common embedding space for unified bidirectional retrieval, image-to-text, and text-to-image, without distinct pipelines. FAISS indexing provides efficient approximate nearest-neighbor search capability, and CAG adds a dynamic cache that caches frequent query-response pairs and intermediate embeddings to avoid redundant computation and latency enhancements. The caching approach also facilitates partial reuse of embeddings under similar query patterns, further improving real-time responsiveness. Evaluation on Flickr30k and Conceptual Captions datasets shows better retrieval quality with less latency, confirming its potential for real-time, cross-modal search use cases. Beyond these benchmarks, the proposed framework has broader applicability to domains such as healthcare imaging, e-commerce product recommendation, and digital libraries, where semantic precision and real-time responsiveness are critical. Furthermore, its cache-optimized design highlights potential for deployment in large-scale, streaming, and multilingual environments, paving the way for next-generation multimodal search systems.",0.15,0.0,0.75,unsupported,,
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c17,"Reportedly, - **Cross-Modal Retrieval**: FAISS can be integrated into frameworks that handle multiple data modalities (e.g., images and text), facilitating efficient cross-modal searches.",semanticscholar:8be9330934294a1ae89824242581176edcf10083,"GPU-based methods represent state-of-the-art in approximate nearest neighbor (ANN) search, as they are scalable (billion-scale), accurate (high recall) as well as efficient (sub-millisecond query speed). Faiss, the representative GPU-based ANN system, achieves considerably faster query speed than the representative CPU-based systems. The query accuracy of Faiss critically depends on the number of indexing regions, which in turn is dependent on the amount of available memory. At the same time, query speed deteriorates dramatically with the increase in the number of partition regions. Thus, it can be observed that Faiss suffers from a lack of robustness, that the fine-grained partitioning of datasets is achieved at the expense of search speed, and vice versa. In this paper, we introduce a new GPU-based ANN search method, Robust Quantization (RobustiQ), that addresses the robustness limitations of existing GPU-based methods in a holistic way. We design a novel hierarchical indexing structure using vector and bilayer line quantization. This indexing structure, together with our indexing and encoding methods, allows RobustiQ to avoid the need for maintaining a large lookup table, hence reduces not only memory consumption but also query complexity. Our extensive evaluation on two public billion-scale benchmark datasets, SIFT1B and DEEP1B, shows that RobustiQ consistently obtains 2-3 × speedup over Faiss while achieving better query accuracy for different codebook sizes. Compared to the best CPU-based ANN systems, RobustiQ achieves even more pronounced average speedups of 51.8 × and 11 × respectively.",0.1,0.0,1.0,unsupported,,
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c18,"It is suggested that this is achieved by embedding different types of data into a common space and using FAISS for similarity searches, which enhances the system's versatility and responsiveness .",semanticscholar:bbd6b4b2807357644049b52826cca2875e06fc34,"Cross-modal retrieval, which allows for information search between multiple data modalities like images and text, is becoming ever more important in handling large-scale multimodal content. Conventional systems sometimes struggle to efficiently align semantic meaning between modalities. This paper introduces an efficient cross-modal retrieval framework that blends Contrastive Language Image Pre-training (CLIP) and the FAISS similarity search library, augmented further by the novel Cache Augmented Generation (CAG) mechanism. CLIP is employed to embed both visual and text inputs into a common embedding space for unified bidirectional retrieval, image-to-text, and text-to-image, without distinct pipelines. FAISS indexing provides efficient approximate nearest-neighbor search capability, and CAG adds a dynamic cache that caches frequent query-response pairs and intermediate embeddings to avoid redundant computation and latency enhancements. The caching approach also facilitates partial reuse of embeddings under similar query patterns, further improving real-time responsiveness. Evaluation on Flickr30k and Conceptual Captions datasets shows better retrieval quality with less latency, confirming its potential for real-time, cross-modal search use cases. Beyond these benchmarks, the proposed framework has broader applicability to domains such as healthcare imaging, e-commerce product recommendation, and digital libraries, where semantic precision and real-time responsiveness are critical. Furthermore, its cache-optimized design highlights potential for deployment in large-scale, streaming, and multilingual environments, paving the way for next-generation multimodal search systems.",0.15,0.0,1.0,supported,,
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c19,"According to the retrieved evidence, ### Nuances or Caveats While FAISS provides significant advantages in terms of speed and scalability, its performance can be sensitive to the choice of indexing parameters and the underlying hardware.",semanticscholar:bbd6b4b2807357644049b52826cca2875e06fc34,"Cross-modal retrieval, which allows for information search between multiple data modalities like images and text, is becoming ever more important in handling large-scale multimodal content. Conventional systems sometimes struggle to efficiently align semantic meaning between modalities. This paper introduces an efficient cross-modal retrieval framework that blends Contrastive Language Image Pre-training (CLIP) and the FAISS similarity search library, augmented further by the novel Cache Augmented Generation (CAG) mechanism. CLIP is employed to embed both visual and text inputs into a common embedding space for unified bidirectional retrieval, image-to-text, and text-to-image, without distinct pipelines. FAISS indexing provides efficient approximate nearest-neighbor search capability, and CAG adds a dynamic cache that caches frequent query-response pairs and intermediate embeddings to avoid redundant computation and latency enhancements. The caching approach also facilitates partial reuse of embeddings under similar query patterns, further improving real-time responsiveness. Evaluation on Flickr30k and Conceptual Captions datasets shows better retrieval quality with less latency, confirming its potential for real-time, cross-modal search use cases. Beyond these benchmarks, the proposed framework has broader applicability to domains such as healthcare imaging, e-commerce product recommendation, and digital libraries, where semantic precision and real-time responsiveness are critical. Furthermore, its cache-optimized design highlights potential for deployment in large-scale, streaming, and multilingual environments, paving the way for next-generation multimodal search systems.",0.05,0.0,1.0,unsupported,,
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c20,"For example, increasing the number of indexing regions can improve accuracy but may lead to slower query times due to increased complexity in the search process .",semanticscholar:8be9330934294a1ae89824242581176edcf10083,"GPU-based methods represent state-of-the-art in approximate nearest neighbor (ANN) search, as they are scalable (billion-scale), accurate (high recall) as well as efficient (sub-millisecond query speed). Faiss, the representative GPU-based ANN system, achieves considerably faster query speed than the representative CPU-based systems. The query accuracy of Faiss critically depends on the number of indexing regions, which in turn is dependent on the amount of available memory. At the same time, query speed deteriorates dramatically with the increase in the number of partition regions. Thus, it can be observed that Faiss suffers from a lack of robustness, that the fine-grained partitioning of datasets is achieved at the expense of search speed, and vice versa. In this paper, we introduce a new GPU-based ANN search method, Robust Quantization (RobustiQ), that addresses the robustness limitations of existing GPU-based methods in a holistic way. We design a novel hierarchical indexing structure using vector and bilayer line quantization. This indexing structure, together with our indexing and encoding methods, allows RobustiQ to avoid the need for maintaining a large lookup table, hence reduces not only memory consumption but also query complexity. Our extensive evaluation on two public billion-scale benchmark datasets, SIFT1B and DEEP1B, shows that RobustiQ consistently obtains 2-3 × speedup over Faiss while achieving better query accuracy for different codebook sizes. Compared to the best CPU-based ANN systems, RobustiQ achieves even more pronounced average speedups of 51.8 × and 11 × respectively.",0.1,0.0,1.0,supported,,
p21,How does FAISS support efficient nearest-neighbor search at scale?,p21_c21,"Reportedly, Additionally, the trade-offs between compression techniques and accuracy must be carefully managed to suit specific application needs .",semanticscholar:8be9330934294a1ae89824242581176edcf10083,"GPU-based methods represent state-of-the-art in approximate nearest neighbor (ANN) search, as they are scalable (billion-scale), accurate (high recall) as well as efficient (sub-millisecond query speed). Faiss, the representative GPU-based ANN system, achieves considerably faster query speed than the representative CPU-based systems. The query accuracy of Faiss critically depends on the number of indexing regions, which in turn is dependent on the amount of available memory. At the same time, query speed deteriorates dramatically with the increase in the number of partition regions. Thus, it can be observed that Faiss suffers from a lack of robustness, that the fine-grained partitioning of datasets is achieved at the expense of search speed, and vice versa. In this paper, we introduce a new GPU-based ANN search method, Robust Quantization (RobustiQ), that addresses the robustness limitations of existing GPU-based methods in a holistic way. We design a novel hierarchical indexing structure using vector and bilayer line quantization. This indexing structure, together with our indexing and encoding methods, allows RobustiQ to avoid the need for maintaining a large lookup table, hence reduces not only memory consumption but also query complexity. Our extensive evaluation on two public billion-scale benchmark datasets, SIFT1B and DEEP1B, shows that RobustiQ consistently obtains 2-3 × speedup over Faiss while achieving better query accuracy for different codebook sizes. Compared to the best CPU-based ANN systems, RobustiQ achieves even more pronounced average speedups of 51.8 × and 11 × respectively.",0.1,0.0,0.25,unsupported,,
p22,What is BM25 and where does it still outperform dense retrieval?,p22_c1,"Reportedly, **Answer**: ""BM25 can be viewed as representing the question and text as high-dimensional, sparse vectors (with weighting) … effective in factoid question answering for which the retriever usually needs to narrow down the search space dramatically based on keywords"" .",uploaded:idx2,"Dense Passage Retrieval for Open-Domain Question Answering
Vladimir Karpukhin, Barlas O ˘guz, Sewon Miny, Patrick Lewis,
Ledell Wu, Sergey Edunov, Danqi Chenz, Wen-tau Yih
Facebook AIyUniversity of WashingtonzPrinceton University
fvladk, barlaso, plewis, ledell, edunov, scottyih g@fb.com
sewon@cs.washington.edu
danqic@cs.princeton.edu
Abstract
Open-domain question answering relies on ef-
ﬁcient passage retrieval to select candidate
contexts, where traditional sparse vector space
models, such as TF-IDF or BM25, are the de
facto method. In this work, we show that
retrieval can be practically implemented us-
ingdense representations alone, where em-
beddings are learned from a small number
of questions and passages by a simple dual-
encoder framework. When evaluated on a
wide range of open-domain QA datasets, our
dense retriever outperforms a strong Lucene-
BM25 system largely by 9%-19% absolute in
terms of top-20 passage retrieval accuracy, and
helps our end-to-end QA system establish new
state-of-the-art on multiple open-domain QA
benchmarks.1
1 Introduction
Open-domain textual question answering is a task
that requires a system to answer factoid questions
using a large collection of documents as the infor-
mation source, without the need of pre-specifying
topics or domains. This task not only has a clear
value in information-seeking applications such
as handling informational queries in natural lan-
guage (V oorhees et al., 1999), but also poses a fun-
damental technical challenge in “machine reading
at scale” (Chen et al., 2017). Early QA systems are often complicated and
consist of multiple components, covering sub-tasks
like question analysis, document retrieval, passage
retrieval, answer extraction and veriﬁcation (Fer-
rucci (2012); Moldovan et al. (2003), inter alia ). In
contrast, the rise of deep learning and speciﬁcally
the advances of reading comprehension (Rajpurkar
et al., 2016) suggest a much simpliﬁed two-stage
framework: (1) a context retriever ﬁrst selects a
Equal contribution
1Our code will be available at https://fburl.com/qa-dpr.small subset of passages where some of them con-
tain the answer to the question, and then (2) a ma-
chine reader can thoroughly examine the retrieved
contexts and identify the correct answer. While
reducing open-domain QA to machine reading is a
very reasonable strategy, a huge performance degra-
dation is often observed in practice (Chen et al.,
2017; Yang et al., 2019)2, which suggests that the
retriever needs to be enhanced and the reader also
requires to be adjusted for multi-context input. Mainstream approaches for building the retriever
for open-domain QA use traditional information re-
trieval methods, including TF-IDF unigram/bigram
matching (Chen et al., 2017) or BM25 (Robert-
son and Zaragoza, 2009) term weighting supported
by tools like Lucene and Elastic Search (Wang
et al., 2019; Yang et al., 2019; Nie et al., 2019). TF-IDF or BM25 can be viewed as representing
the question and text as high-dimensional, sparse
vectors (with weighting). These sparse vectors
can be searched efﬁciently with an inverted index,
and are effective in factoid question answering for
which the retriever usually needs to narrow down
the search space dramatically based on keywords. For instance, to ﬁnd relevant passages for a ques-
tion“How many provinces did the Ottoman empire
contain in the 17th century?” or another question
“What part of the atom did Chadwick discover?” , it
is clear that looking up the text which contain the
keyword Ottoman orChadwick is crucial. Conversely, the dense , latent semantic encod-
ing of contexts and questions is complementary
to the sparse vector representation by design. For
example, synonyms or paraphrases that consist of
completely different tokens may still be mapped to
vectors close to each other.",0.85,0.0,1.0,unsupported,,
p22,What is BM25 and where does it still outperform dense retrieval?,p22_c2,**Source**: Dense Passage Retrieval for Open-Domain Question Answering.,uploaded:idx2,"Dense Passage Retrieval for Open-Domain Question Answering
Vladimir Karpukhin, Barlas O ˘guz, Sewon Miny, Patrick Lewis,
Ledell Wu, Sergey Edunov, Danqi Chenz, Wen-tau Yih
Facebook AIyUniversity of WashingtonzPrinceton University
fvladk, barlaso, plewis, ledell, edunov, scottyih g@fb.com
sewon@cs.washington.edu
danqic@cs.princeton.edu
Abstract
Open-domain question answering relies on ef-
ﬁcient passage retrieval to select candidate
contexts, where traditional sparse vector space
models, such as TF-IDF or BM25, are the de
facto method. In this work, we show that
retrieval can be practically implemented us-
ingdense representations alone, where em-
beddings are learned from a small number
of questions and passages by a simple dual-
encoder framework. When evaluated on a
wide range of open-domain QA datasets, our
dense retriever outperforms a strong Lucene-
BM25 system largely by 9%-19% absolute in
terms of top-20 passage retrieval accuracy, and
helps our end-to-end QA system establish new
state-of-the-art on multiple open-domain QA
benchmarks.1
1 Introduction
Open-domain textual question answering is a task
that requires a system to answer factoid questions
using a large collection of documents as the infor-
mation source, without the need of pre-specifying
topics or domains. This task not only has a clear
value in information-seeking applications such
as handling informational queries in natural lan-
guage (V oorhees et al., 1999), but also poses a fun-
damental technical challenge in “machine reading
at scale” (Chen et al., 2017). Early QA systems are often complicated and
consist of multiple components, covering sub-tasks
like question analysis, document retrieval, passage
retrieval, answer extraction and veriﬁcation (Fer-
rucci (2012); Moldovan et al. (2003), inter alia ). In
contrast, the rise of deep learning and speciﬁcally
the advances of reading comprehension (Rajpurkar
et al., 2016) suggest a much simpliﬁed two-stage
framework: (1) a context retriever ﬁrst selects a
Equal contribution
1Our code will be available at https://fburl.com/qa-dpr.small subset of passages where some of them con-
tain the answer to the question, and then (2) a ma-
chine reader can thoroughly examine the retrieved
contexts and identify the correct answer. While
reducing open-domain QA to machine reading is a
very reasonable strategy, a huge performance degra-
dation is often observed in practice (Chen et al.,
2017; Yang et al., 2019)2, which suggests that the
retriever needs to be enhanced and the reader also
requires to be adjusted for multi-context input. Mainstream approaches for building the retriever
for open-domain QA use traditional information re-
trieval methods, including TF-IDF unigram/bigram
matching (Chen et al., 2017) or BM25 (Robert-
son and Zaragoza, 2009) term weighting supported
by tools like Lucene and Elastic Search (Wang
et al., 2019; Yang et al., 2019; Nie et al., 2019). TF-IDF or BM25 can be viewed as representing
the question and text as high-dimensional, sparse
vectors (with weighting). These sparse vectors
can be searched efﬁciently with an inverted index,
and are effective in factoid question answering for
which the retriever usually needs to narrow down
the search space dramatically based on keywords. For instance, to ﬁnd relevant passages for a ques-
tion“How many provinces did the Ottoman empire
contain in the 17th century?” or another question
“What part of the atom did Chadwick discover?” , it
is clear that looking up the text which contain the
keyword Ottoman orChadwick is crucial. Conversely, the dense , latent semantic encod-
ing of contexts and questions is complementary
to the sparse vector representation by design. For
example, synonyms or paraphrases that consist of
completely different tokens may still be mapped to
vectors close to each other.",0.95,0.0,1.0,supported,,
p22,What is BM25 and where does it still outperform dense retrieval?,p22_c3,"According to the retrieved evidence, **Context**: BM25 remains a strong baseline for retrieval tasks, particularly effective in scenarios where keyword matching is crucial for identifying relevant passages in open-domain question answering.",uploaded:idx2,"Dense Passage Retrieval for Open-Domain Question Answering
Vladimir Karpukhin, Barlas O ˘guz, Sewon Miny, Patrick Lewis,
Ledell Wu, Sergey Edunov, Danqi Chenz, Wen-tau Yih
Facebook AIyUniversity of WashingtonzPrinceton University
fvladk, barlaso, plewis, ledell, edunov, scottyih g@fb.com
sewon@cs.washington.edu
danqic@cs.princeton.edu
Abstract
Open-domain question answering relies on ef-
ﬁcient passage retrieval to select candidate
contexts, where traditional sparse vector space
models, such as TF-IDF or BM25, are the de
facto method. In this work, we show that
retrieval can be practically implemented us-
ingdense representations alone, where em-
beddings are learned from a small number
of questions and passages by a simple dual-
encoder framework. When evaluated on a
wide range of open-domain QA datasets, our
dense retriever outperforms a strong Lucene-
BM25 system largely by 9%-19% absolute in
terms of top-20 passage retrieval accuracy, and
helps our end-to-end QA system establish new
state-of-the-art on multiple open-domain QA
benchmarks.1
1 Introduction
Open-domain textual question answering is a task
that requires a system to answer factoid questions
using a large collection of documents as the infor-
mation source, without the need of pre-specifying
topics or domains. This task not only has a clear
value in information-seeking applications such
as handling informational queries in natural lan-
guage (V oorhees et al., 1999), but also poses a fun-
damental technical challenge in “machine reading
at scale” (Chen et al., 2017). Early QA systems are often complicated and
consist of multiple components, covering sub-tasks
like question analysis, document retrieval, passage
retrieval, answer extraction and veriﬁcation (Fer-
rucci (2012); Moldovan et al. (2003), inter alia ). In
contrast, the rise of deep learning and speciﬁcally
the advances of reading comprehension (Rajpurkar
et al., 2016) suggest a much simpliﬁed two-stage
framework: (1) a context retriever ﬁrst selects a
Equal contribution
1Our code will be available at https://fburl.com/qa-dpr.small subset of passages where some of them con-
tain the answer to the question, and then (2) a ma-
chine reader can thoroughly examine the retrieved
contexts and identify the correct answer. While
reducing open-domain QA to machine reading is a
very reasonable strategy, a huge performance degra-
dation is often observed in practice (Chen et al.,
2017; Yang et al., 2019)2, which suggests that the
retriever needs to be enhanced and the reader also
requires to be adjusted for multi-context input. Mainstream approaches for building the retriever
for open-domain QA use traditional information re-
trieval methods, including TF-IDF unigram/bigram
matching (Chen et al., 2017) or BM25 (Robert-
son and Zaragoza, 2009) term weighting supported
by tools like Lucene and Elastic Search (Wang
et al., 2019; Yang et al., 2019; Nie et al., 2019). TF-IDF or BM25 can be viewed as representing
the question and text as high-dimensional, sparse
vectors (with weighting). These sparse vectors
can be searched efﬁciently with an inverted index,
and are effective in factoid question answering for
which the retriever usually needs to narrow down
the search space dramatically based on keywords. For instance, to ﬁnd relevant passages for a ques-
tion“How many provinces did the Ottoman empire
contain in the 17th century?” or another question
“What part of the atom did Chadwick discover?” , it
is clear that looking up the text which contain the
keyword Ottoman orChadwick is crucial. Conversely, the dense , latent semantic encod-
ing of contexts and questions is complementary
to the sparse vector representation by design. For
example, synonyms or paraphrases that consist of
completely different tokens may still be mapped to
vectors close to each other.",0.1,0.0,1.0,supported,,
